QPER,Computers and peripheral equipment,Communication equipment,Medical equipment and instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Fabricated metal products,Engines and turbines,Metalworking machinery,"Special industry machinery, n.e.c.","General industrial, including materials handling, equipment","Electrical transmission, distribution, and industrial apparatus",Light trucks (including utility vehicles),"Other trucks, buses, and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Furniture and fixtures,Agricultural machinery,Construction machinery,Mining and oilfield machinery,Service industry machinery,"Electrical equipment, n.e.c.",Other nonresidential equipment,Office,Health care,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Other commercial,Manufacturing,Power and communication,Electric,Other power,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Amusement and recreation,Air,Land,Farm,Other (L66),Housing units,1 to 4 unit,5-or more-unit,Manufactured homes,Brokers' commissions and other ownership transfer costs,Improvements,Other residential,Prepackaged,Custom,Own account,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, excluding pharmaceutical and medicine",Semiconductor and other electronic component manufacturing,"Motor vehicles, bodies and trailers, and parts manufacturing",Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other (L103)
2009Q1,85.544,85.778,68.34400000000001,22.287,6.0840000000000005,4.122,16.921,10.698,21.077,25.522000000000002,51.119,25.86,2.201,19.13,11.039,19.796,6.803,6.269,31.388,25.455000000000002,21.798000000000002,16.6,23.919,4.352,51.091,42.126,39.741,27.827,3.439,8.476,18.391000000000002,4.868,9.73,10.439,56.158,92.762,57.379,15.67,19.713,73.244,5.706,6.1770000000000005,17.472,10.083,0.577,8.34,6.926,2.503,135.427,106.73100000000001,23.772000000000002,4.923,92.047,151.237,2.496,88.677,90.865,46.503,52.558,9.872,21.355,12.126,14.614,38.32,9.646,2.47,14.866,15.334,29.171,8.61,7.431,3.208
2009Q2,85.544,85.778,68.34400000000001,22.287,6.0840000000000005,4.122,16.921,10.698,21.077,25.522000000000002,51.119,25.86,2.201,19.13,11.039,19.796,6.803,6.269,31.388,25.455000000000002,21.798000000000002,16.6,23.919,4.352,51.091,42.126,39.741,27.827,3.439,8.476,18.391000000000002,4.868,9.73,10.439,56.158,92.762,57.379,15.67,19.713,73.244,5.706,6.1770000000000005,17.472,10.083,0.577,8.34,6.926,2.503,135.427,106.73100000000001,23.772000000000002,4.923,92.047,151.237,2.496,88.677,90.865,46.503,52.558,9.872,21.355,12.126,14.614,38.32,9.646,2.47,14.866,15.334,29.171,8.61,7.431,3.208
2009Q3,85.544,85.778,68.34400000000001,22.287,6.0840000000000005,4.122,16.921,10.698,21.077,25.522000000000002,51.119,25.86,2.201,19.13,11.039,19.796,6.803,6.269,31.388,25.455000000000002,21.798000000000002,16.6,23.919,4.352,51.091,42.126,39.741,27.827,3.439,8.476,18.391000000000002,4.868,9.73,10.439,56.158,92.762,57.379,15.67,19.713,73.244,5.706,6.1770000000000005,17.472,10.083,0.577,8.34,6.926,2.503,135.427,106.73100000000001,23.772000000000002,4.923,92.047,151.237,2.496,88.677,90.865,46.503,52.558,9.872,21.355,12.126,14.614,38.32,9.646,2.47,14.866,15.334,29.171,8.61,7.431,3.208
2009Q4,85.544,85.778,68.34400000000001,22.287,6.0840000000000005,4.122,16.921,10.698,21.077,25.522000000000002,51.119,25.86,2.201,19.13,11.039,19.796,6.803,6.269,31.388,25.455000000000002,21.798000000000002,16.6,23.919,4.352,51.091,42.126,39.741,27.827,3.439,8.476,18.391000000000002,4.868,9.73,10.439,56.158,92.762,57.379,15.67,19.713,73.244,5.706,6.1770000000000005,17.472,10.083,0.577,8.34,6.926,2.503,135.427,106.73100000000001,23.772000000000002,4.923,92.047,151.237,2.496,88.677,90.865,46.503,52.558,9.872,21.355,12.126,14.614,38.32,9.646,2.47,14.866,15.334,29.171,8.61,7.431,3.208
2010Q1,95.551,99.883,71.83500000000001,25.226,7.053,3.8810000000000002,15.562000000000001,7.640000000000001,20.87,25.668,54.501,28.362000000000002,30.519000000000002,24.852,31.843,29.117,6.155,6.026,31.461000000000002,23.759,39.872,19.459,26.729,4.99,52.43,27.298000000000002,33.263,24.231,3.093,5.938,12.486,4.605,5.6610000000000005,7.33,39.68,82.614,47.779,17.145,17.69,86.407,6.819,5.237,14.163,7.78,0.396,9.362,6.378,2.468,128.091,111.014,12.175,4.902,89.755,147.913,1.6540000000000001,80.262,100.366,45.755,57.313,10.367,23.418,11.954,11.004,38.283,8.414,2.68,16.076,18.128,31.755,9.823,6.982,2.672
2010Q2,95.551,99.883,71.83500000000001,25.226,7.053,3.8810000000000002,15.562000000000001,7.640000000000001,20.87,25.668,54.501,28.362000000000002,30.519000000000002,24.852,31.843,29.117,6.155,6.026,31.461000000000002,23.759,39.872,19.459,26.729,4.99,52.43,27.298000000000002,33.263,24.231,3.093,5.938,12.486,4.605,5.6610000000000005,7.33,39.68,82.614,47.779,17.145,17.69,86.407,6.819,5.237,14.163,7.78,0.396,9.362,6.378,2.468,128.091,111.014,12.175,4.902,89.755,147.913,1.6540000000000001,80.262,100.366,45.755,57.313,10.367,23.418,11.954,11.004,38.283,8.414,2.68,16.076,18.128,31.755,9.823,6.982,2.672
2010Q3,95.551,99.883,71.83500000000001,25.226,7.053,3.8810000000000002,15.562000000000001,7.640000000000001,20.87,25.668,54.501,28.362000000000002,30.519000000000002,24.852,31.843,29.117,6.155,6.026,31.461000000000002,23.759,39.872,19.459,26.729,4.99,52.43,27.298000000000002,33.263,24.231,3.093,5.938,12.486,4.605,5.6610000000000005,7.33,39.68,82.614,47.779,17.145,17.69,86.407,6.819,5.237,14.163,7.78,0.396,9.362,6.378,2.468,128.091,111.014,12.175,4.902,89.755,147.913,1.6540000000000001,80.262,100.366,45.755,57.313,10.367,23.418,11.954,11.004,38.283,8.414,2.68,16.076,18.128,31.755,9.823,6.982,2.672
2010Q4,95.551,99.883,71.83500000000001,25.226,7.053,3.8810000000000002,15.562000000000001,7.640000000000001,20.87,25.668,54.501,28.362000000000002,30.519000000000002,24.852,31.843,29.117,6.155,6.026,31.461000000000002,23.759,39.872,19.459,26.729,4.99,52.43,27.298000000000002,33.263,24.231,3.093,5.938,12.486,4.605,5.6610000000000005,7.33,39.68,82.614,47.779,17.145,17.69,86.407,6.819,5.237,14.163,7.78,0.396,9.362,6.378,2.468,128.091,111.014,12.175,4.902,89.755,147.913,1.6540000000000001,80.262,100.366,45.755,57.313,10.367,23.418,11.954,11.004,38.283,8.414,2.68,16.076,18.128,31.755,9.823,6.982,2.672
2011Q1,91.405,103.575,74.693,27.36,8.167,3.871,17.89,11.834,27.353,36.06,63.58,31.605,52.11,34.047000000000004,38.525,32.991,5.899,8.532,35.093,26.455000000000002,40.482,25.761,28.749000000000002,5.168,56.275,26.653000000000002,32.536,23.054000000000002,3.371,6.111,13.361,5.268,6.543,7.694,39.078,81.623,50.116,13.971,17.537,113.261,11.221,4.205,14.188,8.093,0.605,8.818,5.87,2.097,126.398,108.395,13.156,4.846,89.092,151.423,2.165,91.666,110.391,47.699,53.674,10.655,26.176000000000002,13.914,9.269,44.186,9.165000000000001,2.984,16.861,17.161,33.573,9.495000000000001,6.001,2.868
2011Q2,91.405,103.575,74.693,27.36,8.167,3.871,17.89,11.834,27.353,36.06,63.58,31.605,52.11,34.047000000000004,38.525,32.991,5.899,8.532,35.093,26.455000000000002,40.482,25.761,28.749000000000002,5.168,56.275,26.653000000000002,32.536,23.054000000000002,3.371,6.111,13.361,5.268,6.543,7.694,39.078,81.623,50.116,13.971,17.537,113.261,11.221,4.205,14.188,8.093,0.605,8.818,5.87,2.097,126.398,108.395,13.156,4.846,89.092,151.423,2.165,91.666,110.391,47.699,53.674,10.655,26.176000000000002,13.914,9.269,44.186,9.165000000000001,2.984,16.861,17.161,33.573,9.495000000000001,6.001,2.868
2011Q3,91.405,103.575,74.693,27.36,8.167,3.871,17.89,11.834,27.353,36.06,63.58,31.605,52.11,34.047000000000004,38.525,32.991,5.899,8.532,35.093,26.455000000000002,40.482,25.761,28.749000000000002,5.168,56.275,26.653000000000002,32.536,23.054000000000002,3.371,6.111,13.361,5.268,6.543,7.694,39.078,81.623,50.116,13.971,17.537,113.261,11.221,4.205,14.188,8.093,0.605,8.818,5.87,2.097,126.398,108.395,13.156,4.846,89.092,151.423,2.165,91.666,110.391,47.699,53.674,10.655,26.176000000000002,13.914,9.269,44.186,9.165000000000001,2.984,16.861,17.161,33.573,9.495000000000001,6.001,2.868
2011Q4,91.405,103.575,74.693,27.36,8.167,3.871,17.89,11.834,27.353,36.06,63.58,31.605,52.11,34.047000000000004,38.525,32.991,5.899,8.532,35.093,26.455000000000002,40.482,25.761,28.749000000000002,5.168,56.275,26.653000000000002,32.536,23.054000000000002,3.371,6.111,13.361,5.268,6.543,7.694,39.078,81.623,50.116,13.971,17.537,113.261,11.221,4.205,14.188,8.093,0.605,8.818,5.87,2.097,126.398,108.395,13.156,4.846,89.092,151.423,2.165,91.666,110.391,47.699,53.674,10.655,26.176000000000002,13.914,9.269,44.186,9.165000000000001,2.984,16.861,17.161,33.573,9.495000000000001,6.001,2.868
2012Q1,98.706,104.778,79.199,31.641000000000002,8.014,4.008,20.363,16.414,32.365,34.685,70.33,33.331,60.112,39.855000000000004,51.621,34.431,6.455,12.711,37.302,35.225,44.068,35.199,30.511,6.267,52.374,30.944,35.375,23.888,4.267,7.22,14.903,5.845,7.047,8.377,46.268,99.694,66.306,17.435,15.953000000000001,141.707,11.011000000000001,3.818,16.26,7.461,1.073,9.69,7.748,1.604,158.421,132.825,20.322,5.274,103.836,156.32,2.902,102.733,119.071,50.256,56.184000000000005,10.143,29.644000000000002,16.424,8.812,46.236000000000004,9.145,3.263,18.322,15.592,36.633,9.22,5.732,3.004
2012Q2,98.706,104.778,79.199,31.641000000000002,8.014,4.008,20.363,16.414,32.365,34.685,70.33,33.331,60.112,39.855000000000004,51.621,34.431,6.455,12.711,37.302,35.225,44.068,35.199,30.511,6.267,52.374,30.944,35.375,23.888,4.267,7.22,14.903,5.845,7.047,8.377,46.268,99.694,66.306,17.435,15.953000000000001,141.707,11.011000000000001,3.818,16.26,7.461,1.073,9.69,7.748,1.604,158.421,132.825,20.322,5.274,103.836,156.32,2.902,102.733,119.071,50.256,56.184000000000005,10.143,29.644000000000002,16.424,8.812,46.236000000000004,9.145,3.263,18.322,15.592,36.633,9.22,5.732,3.004
2012Q3,98.706,104.778,79.199,31.641000000000002,8.014,4.008,20.363,16.414,32.365,34.685,70.33,33.331,60.112,39.855000000000004,51.621,34.431,6.455,12.711,37.302,35.225,44.068,35.199,30.511,6.267,52.374,30.944,35.375,23.888,4.267,7.22,14.903,5.845,7.047,8.377,46.268,99.694,66.306,17.435,15.953000000000001,141.707,11.011000000000001,3.818,16.26,7.461,1.073,9.69,7.748,1.604,158.421,132.825,20.322,5.274,103.836,156.32,2.902,102.733,119.071,50.256,56.184000000000005,10.143,29.644000000000002,16.424,8.812,46.236000000000004,9.145,3.263,18.322,15.592,36.633,9.22,5.732,3.004
2012Q4,98.706,104.778,79.199,31.641000000000002,8.014,4.008,20.363,16.414,32.365,34.685,70.33,33.331,60.112,39.855000000000004,51.621,34.431,6.455,12.711,37.302,35.225,44.068,35.199,30.511,6.267,52.374,30.944,35.375,23.888,4.267,7.22,14.903,5.845,7.047,8.377,46.268,99.694,66.306,17.435,15.953000000000001,141.707,11.011000000000001,3.818,16.26,7.461,1.073,9.69,7.748,1.604,158.421,132.825,20.322,5.274,103.836,156.32,2.902,102.733,119.071,50.256,56.184000000000005,10.143,29.644000000000002,16.424,8.812,46.236000000000004,9.145,3.263,18.322,15.592,36.633,9.22,5.732,3.004
2013Q1,97.527,113.84,85.312,32.061,7.589,4.401,20.242,13.858,31.935000000000002,35.993,73.04,36.125,74.092,39.662,54.778,37.704,7.987,14.678,37.582,44.95,40.929,35.746,29.057000000000002,7.464,58.026,34.096000000000004,33.425,21.61,3.919,7.896,16.685,6.594,8.766,9.198,49.755,97.96000000000001,53.474000000000004,26.867,17.62,140.618,11.653,3.564,15.515,8.3,1.041,9.881,9.476,1.471,208.75,173.101,29.734,5.915,124.4,162.799,3.924,110.401,123.081,52.071,60.583,10.573,33.108000000000004,17.598,11.979000000000001,49.472,7.539000000000001,3.984,18.623,15.813,37.023,9.123,5.382,2.977
2013Q2,97.527,113.84,85.312,32.061,7.589,4.401,20.242,13.858,31.935000000000002,35.993,73.04,36.125,74.092,39.662,54.778,37.704,7.987,14.678,37.582,44.95,40.929,35.746,29.057000000000002,7.464,58.026,34.096000000000004,33.425,21.61,3.919,7.896,16.685,6.594,8.766,9.198,49.755,97.96000000000001,53.474000000000004,26.867,17.62,140.618,11.653,3.564,15.515,8.3,1.041,9.881,9.476,1.471,208.75,173.101,29.734,5.915,124.4,162.799,3.924,110.401,123.081,52.071,60.583,10.573,33.108000000000004,17.598,11.979000000000001,49.472,7.539000000000001,3.984,18.623,15.813,37.023,9.123,5.382,2.977
2013Q3,97.527,113.84,85.312,32.061,7.589,4.401,20.242,13.858,31.935000000000002,35.993,73.04,36.125,74.092,39.662,54.778,37.704,7.987,14.678,37.582,44.95,40.929,35.746,29.057000000000002,7.464,58.026,34.096000000000004,33.425,21.61,3.919,7.896,16.685,6.594,8.766,9.198,49.755,97.96000000000001,53.474000000000004,26.867,17.62,140.618,11.653,3.564,15.515,8.3,1.041,9.881,9.476,1.471,208.75,173.101,29.734,5.915,124.4,162.799,3.924,110.401,123.081,52.071,60.583,10.573,33.108000000000004,17.598,11.979000000000001,49.472,7.539000000000001,3.984,18.623,15.813,37.023,9.123,5.382,2.977
2013Q4,97.527,113.84,85.312,32.061,7.589,4.401,20.242,13.858,31.935000000000002,35.993,73.04,36.125,74.092,39.662,54.778,37.704,7.987,14.678,37.582,44.95,40.929,35.746,29.057000000000002,7.464,58.026,34.096000000000004,33.425,21.61,3.919,7.896,16.685,6.594,8.766,9.198,49.755,97.96000000000001,53.474000000000004,26.867,17.62,140.618,11.653,3.564,15.515,8.3,1.041,9.881,9.476,1.471,208.75,173.101,29.734,5.915,124.4,162.799,3.924,110.401,123.081,52.071,60.583,10.573,33.108000000000004,17.598,11.979000000000001,49.472,7.539000000000001,3.984,18.623,15.813,37.023,9.123,5.382,2.977
2014Q1,97.361,118.744,85.032,35.142,7.503,5.128,21.873,13.079,33.445,40.169000000000004,77.56,37.027,88.004,45.479,52.908,43.772,8.01,18.703,39.838,46.091,48.031,40.227000000000004,31.564,7.381,63.88,44.165,32.512,19.899,4.546,8.067,19.542,7.23,13.698,9.351,58.518,116.58,71.238,28.236,17.106,169.62,10.731,3.379,15.67,9.263,1.116,10.935,11.005,1.62,243.846,196.499,40.938,6.41,125.69200000000001,178.264,3.559,117.69200000000001,130.264,55.629,66.129,11.61,34.551,19.361,12.227,49.755,7.224,4.4110000000000005,17.824,16.149,39.354,9.216000000000001,5.652,3.028
2014Q2,97.361,118.744,85.032,35.142,7.503,5.128,21.873,13.079,33.445,40.169000000000004,77.56,37.027,88.004,45.479,52.908,43.772,8.01,18.703,39.838,46.091,48.031,40.227000000000004,31.564,7.381,63.88,44.165,32.512,19.899,4.546,8.067,19.542,7.23,13.698,9.351,58.518,116.58,71.238,28.236,17.106,169.62,10.731,3.379,15.67,9.263,1.116,10.935,11.005,1.62,243.846,196.499,40.938,6.41,125.69200000000001,178.264,3.559,117.69200000000001,130.264,55.629,66.129,11.61,34.551,19.361,12.227,49.755,7.224,4.4110000000000005,17.824,16.149,39.354,9.216000000000001,5.652,3.028
2014Q3,97.361,118.744,85.032,35.142,7.503,5.128,21.873,13.079,33.445,40.169000000000004,77.56,37.027,88.004,45.479,52.908,43.772,8.01,18.703,39.838,46.091,48.031,40.227000000000004,31.564,7.381,63.88,44.165,32.512,19.899,4.546,8.067,19.542,7.23,13.698,9.351,58.518,116.58,71.238,28.236,17.106,169.62,10.731,3.379,15.67,9.263,1.116,10.935,11.005,1.62,243.846,196.499,40.938,6.41,125.69200000000001,178.264,3.559,117.69200000000001,130.264,55.629,66.129,11.61,34.551,19.361,12.227,49.755,7.224,4.4110000000000005,17.824,16.149,39.354,9.216000000000001,5.652,3.028
2014Q4,97.361,118.744,85.032,35.142,7.503,5.128,21.873,13.079,33.445,40.169000000000004,77.56,37.027,88.004,45.479,52.908,43.772,8.01,18.703,39.838,46.091,48.031,40.227000000000004,31.564,7.381,63.88,44.165,32.512,19.899,4.546,8.067,19.542,7.23,13.698,9.351,58.518,116.58,71.238,28.236,17.106,169.62,10.731,3.379,15.67,9.263,1.116,10.935,11.005,1.62,243.846,196.499,40.938,6.41,125.69200000000001,178.264,3.559,117.69200000000001,130.264,55.629,66.129,11.61,34.551,19.361,12.227,49.755,7.224,4.4110000000000005,17.824,16.149,39.354,9.216000000000001,5.652,3.028
2015Q1,96.775,125.81700000000001,89.584,34.706,7.492,5.452,21.781,13.503,33.742,38.716,80.544,36.169000000000004,108.259,51.755,55.151,45.227000000000004,8.59,20.322,42.911,35.101,41.95,28.841,32.563,7.808,67.24,54.458,34.824,22.133,4.749,7.942,20.035,7.273000000000001,16.85,11.107000000000001,80.82300000000001,120.678,74.792,24.38,21.506,118.5,10.124,3.588,16.677,12.039,1.151,12.302,9.28,1.874,286.237,224.834,54.135,7.268,139.929,196.899,3.931,126.904,130.372,58.877,70.309,11.971,33.042,20.022000000000002,13.607000000000001,50.658,9.218,4.987,17.637,16.725,42.027,9.366,6.101,3.061
2015Q2,96.775,125.81700000000001,89.584,34.706,7.492,5.452,21.781,13.503,33.742,38.716,80.544,36.169000000000004,108.259,51.755,55.151,45.227000000000004,8.59,20.322,42.911,35.101,41.95,28.841,32.563,7.808,67.24,54.458,34.824,22.133,4.749,7.942,20.035,7.273000000000001,16.85,11.107000000000001,80.82300000000001,120.678,74.792,24.38,21.506,118.5,10.124,3.588,16.677,12.039,1.151,12.302,9.28,1.874,286.237,224.834,54.135,7.268,139.929,196.899,3.931,126.904,130.372,58.877,70.309,11.971,33.042,20.022000000000002,13.607000000000001,50.658,9.218,4.987,17.637,16.725,42.027,9.366,6.101,3.061
2015Q3,96.775,125.81700000000001,89.584,34.706,7.492,5.452,21.781,13.503,33.742,38.716,80.544,36.169000000000004,108.259,51.755,55.151,45.227000000000004,8.59,20.322,42.911,35.101,41.95,28.841,32.563,7.808,67.24,54.458,34.824,22.133,4.749,7.942,20.035,7.273000000000001,16.85,11.107000000000001,80.82300000000001,120.678,74.792,24.38,21.506,118.5,10.124,3.588,16.677,12.039,1.151,12.302,9.28,1.874,286.237,224.834,54.135,7.268,139.929,196.899,3.931,126.904,130.372,58.877,70.309,11.971,33.042,20.022000000000002,13.607000000000001,50.658,9.218,4.987,17.637,16.725,42.027,9.366,6.101,3.061
2015Q4,96.775,125.81700000000001,89.584,34.706,7.492,5.452,21.781,13.503,33.742,38.716,80.544,36.169000000000004,108.259,51.755,55.151,45.227000000000004,8.59,20.322,42.911,35.101,41.95,28.841,32.563,7.808,67.24,54.458,34.824,22.133,4.749,7.942,20.035,7.273000000000001,16.85,11.107000000000001,80.82300000000001,120.678,74.792,24.38,21.506,118.5,10.124,3.588,16.677,12.039,1.151,12.302,9.28,1.874,286.237,224.834,54.135,7.268,139.929,196.899,3.931,126.904,130.372,58.877,70.309,11.971,33.042,20.022000000000002,13.607000000000001,50.658,9.218,4.987,17.637,16.725,42.027,9.366,6.101,3.061
2016Q1,95.02,129.427,91.645,34.379,8.18,5.085,20.283,12.13,31.408,40.294000000000004,80.681,37.822,124.142,40.788000000000004,42.071,40.816,6.597,16.907,44.25,27.612000000000002,41.492,21.686,33.322,7.796,67.388,68.089,35.743,22.256,4.455,9.032,22.403,8.252,22.634,14.153,77.851,122.646,80.252,20.38,22.015,63.567,5.957,3.751,18.85,15.106,2.174,10.789,8.303,1.1440000000000001,322.081,248.296,65.169,8.617,151.06900000000002,217.433,4.604,140.954,143.992,62.806000000000004,73.191,10.566,34.078,22.948,16.178,52.868,8.376,5.418,17.82,17.268,45.342,9.55,6.498,3.2720000000000002
2016Q2,95.02,129.427,91.645,34.379,8.18,5.085,20.283,12.13,31.408,40.294000000000004,80.681,37.822,124.142,40.788000000000004,42.071,40.816,6.597,16.907,44.25,27.612000000000002,41.492,21.686,33.322,7.796,67.388,68.089,35.743,22.256,4.455,9.032,22.403,8.252,22.634,14.153,77.851,122.646,80.252,20.38,22.015,63.567,5.957,3.751,18.85,15.106,2.174,10.789,8.303,1.1440000000000001,322.081,248.296,65.169,8.617,151.06900000000002,217.433,4.604,140.954,143.992,62.806000000000004,73.191,10.566,34.078,22.948,16.178,52.868,8.376,5.418,17.82,17.268,45.342,9.55,6.498,3.2720000000000002
2016Q3,95.02,129.427,91.645,34.379,8.18,5.085,20.283,12.13,31.408,40.294000000000004,80.681,37.822,124.142,40.788000000000004,42.071,40.816,6.597,16.907,44.25,27.612000000000002,41.492,21.686,33.322,7.796,67.388,68.089,35.743,22.256,4.455,9.032,22.403,8.252,22.634,14.153,77.851,122.646,80.252,20.38,22.015,63.567,5.957,3.751,18.85,15.106,2.174,10.789,8.303,1.1440000000000001,322.081,248.296,65.169,8.617,151.06900000000002,217.433,4.604,140.954,143.992,62.806000000000004,73.191,10.566,34.078,22.948,16.178,52.868,8.376,5.418,17.82,17.268,45.342,9.55,6.498,3.2720000000000002
2016Q4,95.02,129.427,91.645,34.379,8.18,5.085,20.283,12.13,31.408,40.294000000000004,80.681,37.822,124.142,40.788000000000004,42.071,40.816,6.597,16.907,44.25,27.612000000000002,41.492,21.686,33.322,7.796,67.388,68.089,35.743,22.256,4.455,9.032,22.403,8.252,22.634,14.153,77.851,122.646,80.252,20.38,22.015,63.567,5.957,3.751,18.85,15.106,2.174,10.789,8.303,1.1440000000000001,322.081,248.296,65.169,8.617,151.06900000000002,217.433,4.604,140.954,143.992,62.806000000000004,73.191,10.566,34.078,22.948,16.178,52.868,8.376,5.418,17.82,17.268,45.342,9.55,6.498,3.2720000000000002
2017Q1,101.08500000000001,138.75,98.021,34.336,8.336,4.652,20.286,11.290000000000001,33.955,42.818,88.227,40.495,123.023,43.261,28.22,56.804,7.392,12.436,45.711,27.12,43.881,26.534,31.592000000000002,7.863,68.394,68.21900000000001,37.725,22.748,4.59,10.388,24.047,8.155,29.053,13.606,69.427,111.185,62.975,24.638,23.572,90.142,7.23,3.585,20.557000000000002,17.422,3.755,10.912,9.877,1.049,355.51300000000003,277.971,67.56700000000001,9.974,160.311,237.344,4.5280000000000005,157.80100000000002,159.361,65.565,75.282,10.912,33.652,24.958000000000002,15.219000000000001,56.512,10.794,5.766,18.449,17.759,47.702,9.751,7.051,3.5620000000000003
2017Q2,101.08500000000001,138.75,98.021,34.336,8.336,4.652,20.286,11.290000000000001,33.955,42.818,88.227,40.495,123.023,43.261,28.22,56.804,7.392,12.436,45.711,27.12,43.881,26.534,31.592000000000002,7.863,68.394,68.21900000000001,37.725,22.748,4.59,10.388,24.047,8.155,29.053,13.606,69.427,111.185,62.975,24.638,23.572,90.142,7.23,3.585,20.557000000000002,17.422,3.755,10.912,9.877,1.049,355.51300000000003,277.971,67.56700000000001,9.974,160.311,237.344,4.5280000000000005,157.80100000000002,159.361,65.565,75.282,10.912,33.652,24.958000000000002,15.219000000000001,56.512,10.794,5.766,18.449,17.759,47.702,9.751,7.051,3.5620000000000003
2017Q3,101.08500000000001,138.75,98.021,34.336,8.336,4.652,20.286,11.290000000000001,33.955,42.818,88.227,40.495,123.023,43.261,28.22,56.804,7.392,12.436,45.711,27.12,43.881,26.534,31.592000000000002,7.863,68.394,68.21900000000001,37.725,22.748,4.59,10.388,24.047,8.155,29.053,13.606,69.427,111.185,62.975,24.638,23.572,90.142,7.23,3.585,20.557000000000002,17.422,3.755,10.912,9.877,1.049,355.51300000000003,277.971,67.56700000000001,9.974,160.311,237.344,4.5280000000000005,157.80100000000002,159.361,65.565,75.282,10.912,33.652,24.958000000000002,15.219000000000001,56.512,10.794,5.766,18.449,17.759,47.702,9.751,7.051,3.5620000000000003
2017Q4,101.08500000000001,138.75,98.021,34.336,8.336,4.652,20.286,11.290000000000001,33.955,42.818,88.227,40.495,123.023,43.261,28.22,56.804,7.392,12.436,45.711,27.12,43.881,26.534,31.592000000000002,7.863,68.394,68.21900000000001,37.725,22.748,4.59,10.388,24.047,8.155,29.053,13.606,69.427,111.185,62.975,24.638,23.572,90.142,7.23,3.585,20.557000000000002,17.422,3.755,10.912,9.877,1.049,355.51300000000003,277.971,67.56700000000001,9.974,160.311,237.344,4.5280000000000005,157.80100000000002,159.361,65.565,75.282,10.912,33.652,24.958000000000002,15.219000000000001,56.512,10.794,5.766,18.449,17.759,47.702,9.751,7.051,3.5620000000000003
2018Q1,115.107,133.946,102.489,37.046,7.7940000000000005,4.6610000000000005,21.811,10.348,35.857,43.198,95.936,46.178000000000004,148.848,57.82,18.56,55.756,5.682,11.717,48.147,30.580000000000002,35.753,32.403,32.087,8.448,69.172,76.121,38.226,23.351,4.01,10.865,20.817,8.679,33.056,13.351,71.422,118.864,70.68,23.868000000000002,24.316,107.062,7.562,3.498,21.923000000000002,18.854,4.7250000000000005,13.019,6.974,1.5210000000000001,378.225,296.346,70.306,11.573,160.881,252.624,4.532,180.495,175.208,67.075,85.971,10.963000000000001,32.934,26.734,13.894,59.359,11.218,6.276,21.478,18.472,50.296,9.713000000000001,7.6240000000000006,3.787
2018Q2,115.107,133.946,102.489,37.046,7.7940000000000005,4.6610000000000005,21.811,10.348,35.857,43.198,95.936,46.178000000000004,148.848,57.82,18.56,55.756,5.682,11.717,48.147,30.580000000000002,35.753,32.403,32.087,8.448,69.172,76.121,38.226,23.351,4.01,10.865,20.817,8.679,33.056,13.351,71.422,118.864,70.68,23.868000000000002,24.316,107.062,7.562,3.498,21.923000000000002,18.854,4.7250000000000005,13.019,6.974,1.5210000000000001,378.225,296.346,70.306,11.573,160.881,252.624,4.532,180.495,175.208,67.075,85.971,10.963000000000001,32.934,26.734,13.894,59.359,11.218,6.276,21.478,18.472,50.296,9.713000000000001,7.6240000000000006,3.787
2018Q3,115.107,133.946,102.489,37.046,7.7940000000000005,4.6610000000000005,21.811,10.348,35.857,43.198,95.936,46.178000000000004,148.848,57.82,18.56,55.756,5.682,11.717,48.147,30.580000000000002,35.753,32.403,32.087,8.448,69.172,76.121,38.226,23.351,4.01,10.865,20.817,8.679,33.056,13.351,71.422,118.864,70.68,23.868000000000002,24.316,107.062,7.562,3.498,21.923000000000002,18.854,4.7250000000000005,13.019,6.974,1.5210000000000001,378.225,296.346,70.306,11.573,160.881,252.624,4.532,180.495,175.208,67.075,85.971,10.963000000000001,32.934,26.734,13.894,59.359,11.218,6.276,21.478,18.472,50.296,9.713000000000001,7.6240000000000006,3.787
2018Q4,115.107,133.946,102.489,37.046,7.7940000000000005,4.6610000000000005,21.811,10.348,35.857,43.198,95.936,46.178000000000004,148.848,57.82,18.56,55.756,5.682,11.717,48.147,30.580000000000002,35.753,32.403,32.087,8.448,69.172,76.121,38.226,23.351,4.01,10.865,20.817,8.679,33.056,13.351,71.422,118.864,70.68,23.868000000000002,24.316,107.062,7.562,3.498,21.923000000000002,18.854,4.7250000000000005,13.019,6.974,1.5210000000000001,378.225,296.346,70.306,11.573,160.881,252.624,4.532,180.495,175.208,67.075,85.971,10.963000000000001,32.934,26.734,13.894,59.359,11.218,6.276,21.478,18.472,50.296,9.713000000000001,7.6240000000000006,3.787
